DATE,TOTAL BILLS,INVOICE RANGE,TOTAL TAXABLE AMOUNT,TOTAL TAX AMOUNT,Taxable Amount 0%,Taxable Amount 5%,Taxable Amount 12%,Taxable Amount 18%,TOTAL AMOUNT,CASH,CARD,OTHER MODES,AMOUNT RETURN,AMOUNT RETURN TO CREDIT,TOTAL ITEMS SOLD,TOTAL QTY,RETURNED ITEMS COUNT,RETURNED QTY
31-May-19,31,"A/1920/2098, A/1920/2128",0,0,37826,0,0,0,37826,18723,12528,10745,4170,0,138,188,0,0
30-May-19,21,"A/1920/2077, A/1920/2097",0,0,23792,0,0,0,23792,13814,6118,4456,596,0,108,184,0,0
29-May-19,24,"A/1920/2053, A/1920/2076",0,0,11818,0,0,0,11818,9748,3248,0,1178,0,75,120,0,0
28-May-19,21,"A/1920/2032, A/1920/2052",0,0,15682,0,0,0,15682,12199,6079,170,2766,0,103,157,0,0
27-May-19,25,"A/1920/2009, A/1920/2031",0,0,18780,0,0,0,18780,13721,6064,0,1005,0,122,159,3,4
26-May-19,48,"A/1920/1963, A/1920/2008",0,0,26015,0,0,0,26015,14915,15367,280,4547,0,213,281,2,2
25-May-19,34,"A/1920/1931, A/1920/1962",-400,-20,23306,-400,0,0,22886,9445,12811,1858,1228,0,166,187,2,4
24-May-19,36,"A/1920/1895, A/1920/1930",16199.91,1177.39,2387.7,13068.86,660.71,2470.34,19765,14705,7905,609,3454,0,116,166,0,0
23-May-19,20,"A/1920/1875, A/1920/1894",0,0,12147,0,0,0,12147,8785,4211,1535,2384,0,81,124,0,0
22-May-19,34,"A/1920/1842, A/1920/1874",0,0,21869.5,0,0,0,21870,13862,9168,935,2095,0,130,196,1,1
21-May-19,29,"A/1920/1813, A/1920/1841",0,0,24174,0,0,0,24174,13805,13748,1095,4474,0,158,206,0,0
20-May-19,32,"A/1920/1782, A/1920/1812",0,0,18658,0,0,0,18658,8720,5838,5701,1601,0,126,157,1,1
19-May-19,39,"A/1920/1743, A/1920/1781",0,0,33962,0,0,0,33962,12260,22862,245,1405,0,211,268,0,0
18-May-19,40,"A/1920/1706, A/1920/1742",0,0,17033,0,0,0,17033,12980,6568,2090,4605,0,124,192,3,3
17-May-19,30,"A/1920/1678, A/1920/1705",0,0,32874.85,0,0,0,32875,23864,12418,205,3597,15,152,278,2,3
16-May-19,27,"A/1920/1652, A/1920/1677",0,0,29619,0,0,0,29619,5070,16654,8100,205,0,168,343,1,1
15-May-19,41,"A/1920/1613, A/1920/1651",0,0,32101,0,0,0,32101,19359,12176,5788,5222,0,186,314,2,2
14-May-19,32,"A/1920/1584, A/1920/1612",0,0,19605.95,0,0,0,19606,14650,5552.03,820,1416.03,0,123,179,3,4
13-May-19,28,"A/1920/1557, A/1920/1583",0,0,20737,0,0,0,20737,12965,8568,0,796,0,160,218,15,27
12-May-19,60,"A/1920/1499, A/1920/1556",0,0,30521,0,0,0,30521,8129,23097,1320,2025,0,237,294,2,2
11-May-19,44,"A/1920/1455, A/1920/1498",0,0,28563.95,0,0,0,28564,9065,20646,1295,2442,0,206,288,0,0
10-May-19,50,"A/1920/1406, A/1920/1454R",0,0,35835.5,0,0,0,35836,17220,19213,1083,1680,0,210,283,1,1
09-May-19,41,"A/1920/1365, A/1920/1405",0,0,18845,0,0,0,18845,14370,7781,413,3719,0,129,185,0,0
08-May-19,36,"A/1920/1330, A/1920/1307R",0,0,26615,0,0,0,26615,18805,9960,845,2995,0,156,235,1,2
07-May-19,34,"A/1920/1296, A/1920/1329",0,0,19064,0,0,0,19064,11720,8371,2455,3482,0,159,399,0,0
06-May-19,36,"A/1920/1261, A/1920/1295",0,0,29043.5,0,0,0,29044,22313,9440,735,3444,0,201,260,1,1
05-May-19,53,"A/1920/1209, A/1920/1260",0,0,32160,0,0,0,32160,15905,18577,3381,5703,0,197,302,1,1
04-May-19,62,"A/1920/1148, A/1920/1208",0,0,52643,0,0,0,52643,27913,25292,2748,3310,0,330,451,3,12
03-May-19,35,"A/1920/1113, A/1920/1147",0,0,20979,0,0,0,20979,16902,8619,0,4542,0,139,176,0,0
02-May-19,39,"A/1920/1074, A/1920/1112",0,0,28212.25,0,0,0,28212,21162,10274,345,3569,0,188,255,0,0
01-May-19,57,"A/1920/1019, A/1920/1072R",0,0,41814,0,0,0,41814,16790,26444,2543,3963,0,286,394,2,2
30-Apr-19,42,"A/1920/979, A/1920/1018",0,0,28441,0,0,0,28441,18210,13407,951,4127,0,144,197,2,2
29-Apr-19,22,"A/1920/957, A/1920/978",0,0,17069,0,0,0,17069,6890,8701,2495,1017,0,99,144,0,0
28-Apr-19,60,"A/1920/897, A/1920/956",0,0,42663.35,0,0,0,42664,13220,28263,6076,4895,0,328,372,0,0
27-Apr-19,54,"A/1920/843, A/1920/896",0,0,49414,0,0,0,49414,19668,31557,2700,4511,0,287,348,0,0
26-Apr-19,32,"A/1920/812, A/1920/842",0,0,21215,0,0,0,21215,15918,7695,1160,3558,0,160,191,1,2
25-Apr-19,27,"A/1920/785, A/1920/811",0,0,15218,0,0,0,15218,7820,7342,1213,1157,0,154,172,0,0
24-Apr-19,56,"A/1920/730, A/1920/784",0,0,57207.85,0,0,0,57208,14140,47837,515,5284,0,297,476,1,1
23-Apr-19,63,"A/1920/637R, A/1920/729",0,0,53102,0,0,0,53102,18038,35328,4200,4464,0,262,361,2,4
22-Apr-19,46,"A/1920/624, A/1920/668",0,0,38742,0,0,0,38742,18846,20463,3985,4552,0,225,337,2,2
21-Apr-19,69,"A/1920/559, A/1920/623",0,0,39468,0,0,0,39468,19360,24353,370,4615,0,309,387,4,4
20-Apr-19,31,"A/1920/528, A/1920/558",0,0,20890,0,0,0,20890,8445,8535,5755,1845,0,135,194,0,0
19-Apr-19,33,"A/1920/495, A/1920/507",0,0,30529,0,0,0,30529,21000,10504,1825,2800,0,153,211,0,0
18-Apr-19,26,"A/1819/832R, A/1920/494",0,0,25699,0,0,0,25699,23785,5390,-2335,1141,0,102,171,3,3
17-Apr-19,31,"A/1920/441, A/1920/470",0,0,19629.75,0,0,0,19630,17358,5615,0,3343,0,100,144,2,2
16-Apr-19,38,"A/1920/403, A/1920/440",0,0,20205,0,0,0,20205,8400,13020,1360,2575,0,159,209,0,0
15-Apr-19,16,"A/1920/387, A/1920/402",0,0,9069,0,0,0,9069,7840,2624,0,1395,0,59,98,0,0
14-Apr-19,30,"A/1920/357, A/1920/386",0,0,16089,0,0,0,16089,5390,10529,1855,1685,0,116,133,0,0
13-Apr-19,37,"A/1920/320, A/1920/339",0,0,21282.5,0,0,0,21283,14270,8405,1785,3177,0,138,191,0,0
12-Apr-19,14,"A/1920/306, A/1920/319",0,0,6105,0,0,0,6105,6000,1615,350,1860,0,55,69,0,0
10-Apr-19,20,"A/1920/286, A/1920/305",0,0,9674,0,0,0,9674,3555,4505,2085,471,0,64,87,0,0
09-Apr-19,33,"A/1920/253, A/1920/284",0,0,25015,0,0,0,25015,10335,14055,2650,2025,0,126,217,0,0
08-Apr-19,24,"A/1920/229, A/1920/252",0,0,17505,0,0,0,17505,13280,7260,0,3035,0,113,160,0,0
07-Apr-19,41,"A/1920/192, A/1920/228",0,0,19003,0,0,0,19003,5860,14984,145,1986,0,130,186,5,5
06-Apr-19,24,"A/1920/168, A/1920/191",0,0,17858,0,0,0,17858,7070,10860,1380,1452,0,129,163,0,0
05-Apr-19,37,"A/1920/134, A/1920/167",0,0,42488,0,0,0,42488,16225,28069,0,1806,0,182,253,6,19
04-Apr-19,28,"A/1920/106, A/1920/133",0,0,25934,0,0,0,25934,17860,7620,2610,2156,0,109,142,0,0
03-Apr-19,42,"A/1920/064, A/1920/105",0,0,37757.25,0,0,0,37757,17675,17210,6589,3717,0,187,265,0,0
02-Apr-19,36,"A/1920/028, A/1920/063",0,0,34549,0,0,0,34549,17450,8999,11660,3560,0,171,271,0,0
01-Apr-19,27,"A/1920/001, A/1920/027",0,0,26537.5,0,0,0,26538,12265,16089,1104,2920,0,127,201,0,0
31-Mar-19,31,"A/1819/963, A/1819/993",0,0,21821,0,0,0,21821,5710,14483,2340,712,0,127,151,0,0
30-Mar-19,39,"A-A003518, A-A003556",0,0,24009,0,0,0,24009,10405,15549,110,2055,0,191,231,0,0
29-Mar-19,18,"A-A003501, A-A003517",0,0,9750,0,0,0,9750,1820,6630,1415,115,0,73,99,1,1
28-Mar-19,23,"A-A003478, A-A003500",0,0,23474.55,0,0,0,23476,13887,5944,6405,2760,0,108,172,0,0
27-Mar-19,28,"A-A003450, A-A003477",0,0,23983,0,0,0,23983,15755,9485,1425,2682,0,153,203,0,0
26-Mar-19,35,"A-A003415, A-A003449",0,0,28771.9,0,0,0,28772,15690,14906,1300,3124,0,149,205,0,0
25-Mar-19,23,"A-A003392, A-A003414",0,0,14260,0,0,0,14260,3250,7025,4655,670,0,98,130,0,0
24-Mar-19,34,"A-A003358, A-A003391",0,0,16599,0,0,0,16599,10700,7129,4440,5670,0,116,135,0,0
23-Mar-19,37,"A-A003322, A-A003357",0,0,28128.25,0,0,0,28128,16465,11650,3178,3165,0,175,247,2,9
22-Mar-19,30,"A-A003292, A-A003321",0,0,20520.55,0,0,0,20520,14455,5894,1295,1124,0,97,134,0,0
21-Mar-19,30,"A-A003262, A-A003291",0,0,24485,0,0,0,24485,12270,12790,870,1445,0,141,173,0,0
20-Mar-19,25,"A-A003238, A-A003261",0,0,16925,0,0,0,16925,12365,5245,360,1045,0,107,141,1,2
19-Mar-19,32,"A-A003207, A-A003237",0,0,23203,0,0,0,23203,11469,9579,5110,2955,0,154,196,1,2
18-Mar-19,35,"A-A003174, A-A003206",0,0,22109,0,0,0,22109,9111,14989,0,1991,0,155,195,9,14
17-Mar-19,44,"A-A003130, A-A003173",0,0,29045,0,0,0,29045,19505,10515,3110,4085,0,203,247,0,0
16-Mar-19,35,"A-A003096, A-A003129",0,0,28410,0,0,0,28410,6540,11475,11225,830,0,168,286,1,2
15-Mar-19,30,"A-A003067, A-A003095",0,0,18530,0,0,0,18530,12020,8075,1035,2600,0,151,189,1,1
14-Mar-19,29,"A-A003038, A-A003066",0,0,28709,0,0,0,28709,15410,11565,6260,4526,0,184,212,0,0
13-Mar-19,35,"A-A003003, A-A003037",0,0,22327,0,0,0,22327,12110,12362,135,2280,0,151,184,0,0
12-Mar-19,23,"A-A002980, A-A003002",0,0,12285,0,0,0,12285,10485,3980,930,3110,0,79,123,0,0
11-Mar-19,31,"A-A002949, A-A002979",0,0,14780,0,0,0,14780,8155,9155,460,2990,0,108,131,0,0
10-Mar-19,35,"A-A002914, A-A002948",0,0,41559,0,0,0,41559,24825,8469,10295,2030,0,143,188,0,0
09-Mar-19,38,"A-A002878, A-A002913",0,0,16610,0,0,0,16610,11590,6330,350,1660,0,130,170,2,5
08-Mar-19,34,"A-A002844, A-A002877",0,0,18804,0,0,0,18804,18030,5404,490,5120,0,136,159,0,0
07-Mar-19,35,"A-A002809, A-A002843",0,0,27435,0,0,0,27435,13350,9195,8890,4000,0,152,233,0,0
06-Mar-19,28,"A-A002781, A-A002808",0,0,25539,0,0,0,25539,16330,10369,1620,2780,0,129,169,0,0
05-Mar-19,23,"A-A002758, A-A002780",0,0,13828,0,0,0,13828,11445,1464,2630,1711,0,91,105,0,0
04-Mar-19,32,"A-A002727, A-A002757",0,0,17105,0,0,0,17105,8485,8100,2455,1935,0,117,143,1,1
03-Mar-19,43,"A-A002684, A-A002726",0,0,21396.5,0,0,0,21397,7460,15900,1460,3423,0,151,168,0,0
02-Mar-19,56,"A-A002631, A-A002683",0,0,50313,0,0,0,50313,29969,25255,1700,6611,0,240,286,3,4
01-Mar-19,36,"A-A002595, A-A002630",0,0,15028.6,0,0,0,15029,10325,6080,2770,4146,0,114,133,0,0
28-Feb-19,31,"A-A002564, A-A002594",0,0,28857,0,0,0,28857,6260,6464,17145,1012,0,124,235,0,0
27-Feb-19,34,"A-A002530, A-A002563",0,0,26334,0,0,0,26334,14666,15650,85,4067,0,155,183,0,0
26-Feb-19,39,"A-A002492, A-A002529",0,0,41773,0,0,0,41773,19710,15585,8778,2300,0,200,312,1,1
25-Feb-19,34,"A-A002458, A-A002491",0,0,15599,0,0,0,15599,7995,10054,220,2670,0,119,138,0,0
24-Feb-19,38,"A-A002420, A-A002457",0,0,29804,0,0,0,29804,7555,17340,6459,1550,0,189,255,0,0
23-Feb-19,55,"A-A002365, A-A002419",0,0,26763,0,0,0,26763,8465,16708,4195,2605,0,204,235,0,0
22-Feb-19,25,"A-A002340, A-A002364",0,0,28260,0,0,0,28260,16210,14565,150,2665,0,141,223,0,0
21-Feb-19,25,"A-A002315, A-A002339",0,0,18369,0,0,0,18369,11420,6940,1424,1415,0,132,174,0,0
20-Feb-19,26,"A-A002289, A-A002314",0,0,14635,0,0,0,14635,7985,4100,4685,2135,0,89,110,0,0
19-Feb-19,30,"A-A002260, A-A002288",0,0,14420,0,0,0,14420,3710,8650,3845,1785,0,93,120,1,1
18-Feb-19,47,"A-A002214, A-A002259",0,0,25628,0,0,0,25628,16645,14838,410,6265,0,228,251,5,9
17-Feb-19,49,"A-A002165, A-A002213",0,0,25879,0,0,0,25879,18785,12859,675,6440,0,191,212,0,0
16-Feb-19,50,"A-A002116, A-A002164",0,0,23744,0,0,0,23744,21805,10160,80,8301,0,213,242,1,1
15-Feb-19,36,"A-A002082, A-A002115",0,0,16921,0,0,0,16921,8720,11755,0,3554,0,114,140,2,2
14-Feb-19,33,"A-A002049, A-A002081",0,0,14206.8,0,0,0,14207,8855,7847,0,2495,0,118,133,0,0
13-Feb-19,46,"A-A002003, A-A002048",0,0,36029,0,0,0,36029,21256,16800,1940,3967,0,229,285,0,0
12-Feb-19,29,"A-A001974, A-A002002",0,0,14205,0,0,0,14205,9190,4970,2185,2140,0,102,124,0,0
11-Feb-19,37,"A-A001937, A-A001973",0,0,14095,0,0,0,14095,8415,9050,315,3685,0,108,122,0,0
10-Feb-19,53,"A-A001884, A-A001936",0,0,30399,0,0,0,30399,13250,21869,140,4860,0,206,231,0,0
09-Feb-19,40,"A-A001845, A-A001883",0,0,16335,0,0,0,16335,6245,11335,50,1295,0,136,147,1,2
08-Feb-19,28,"A-A001817, A-A001843",0,0,10643,0,0,0,10643,6370,6688,30,2445,0,67,70,0,0
07-Feb-19,37,"A-A001780, A-A001816",0,0,20933.75,0,0,0,20934,13065,8170,4524,4825,0,122,153,0,0
06-Feb-19,38,"A-A001742, A-A001779",0,0,27068.25,0,0,0,27068,16520,13563,90,3105,0,160,190,0,0
05-Feb-19,37,"A-A001705, A-A001741",0,0,21209,0,0,0,21209,12870,9939,1495,3095,0,172,192,0,0
04-Feb-19,33,"A-A001672, A-A001704",0,0,23395.5,0,0,0,23396,19048,5825,1300,2777,0,95,154,0,0
03-Feb-19,57,"A-A001615, A-A001671",0,0,42088,0,0,0,42088,29429,15934,2255,5530,0,252,328,0,0
02-Feb-19,74,"A-A001542, A-A001614",0,0,47719,0,0,0,47719,20510,29664,2540,4995,0,311,363,1,1
01-Feb-19,40,"A-A001504, A-A001541",0,0,11714,0,0,0,11714,8495,5309,990,3080,0,94,97,2,2
31-Jan-19,40,"A-A001464, A-A001503",0,0,22708,0,0,0,22708,11835,13728,0,2855,0,165,190,0,0
30-Jan-19,41,"A-A001423, A-A001439",0,0,23525,0,0,0,23525,18310,8005,705,3495,0,148,197,0,0
29-Jan-19,32,"A-A001391, A-A001422",0,0,14340,0,0,0,14340,7110,8875,220,1865,0,98,118,0,0
28-Jan-19,47,"A-A001344, A-A001390",0,0,33565,0,0,0,33565,20060,13070,6015,5580,0,203,265,0,0
27-Jan-19,56,"A-A001289, A-A001343",0,0,44100.3,0,0,0,44100,17853,32527,85,6365,0,293,371,1,4
26-Jan-19,45,"A-A001244, A-A001288",0,0,29657,0,0,0,29657,8800,22442,0,1585,0,190,222,0,0
25-Jan-19,30,"A-A001214, A-A001243",0,0,20794,0,0,0,20794,10465,7145,4850,1666,0,97,121,0,0
24-Jan-19,44,"A-A001171, A-A001213",0,0,22910,0,0,0,22910,13545,12910,0,3545,0,147,175,1,1
23-Jan-19,28,"A-A001142, A-A001170",0,0,40217,0,0,0,40217,14635,21923,6680,3021,0,207,289,0,0
22-Jan-19,30,"A-A001114, A-A001141",0,0,14045,0,0,0,14045,4800,9165,755,675,0,107,124,3,4
21-Jan-19,32,"A-A001083, A-A001113",0,0,21970,0,0,0,21970,14590,10310,0,2930,0,113,129,1,1
20-Jan-19,47,"A-A001036, A-A001082",0,0,25195,0,0,0,25195,10930,18670,130,4535,0,191,200,0,0
19-Jan-19,51,"A-A000985, A-A001035",0,0,30924,0,0,0,30924,15105,20375,1065,5621,0,224,262,0,0
18-Jan-19,34,"A-A000951, A-A000984",0,0,17360,0,0,0,17360,14640,6475,0,3755,0,124,151,0,0
17-Jan-19,32,"A-A000919, A-A000950",0,0,21952,0,0,0,21952,7785,15205,0,1038,0,133,163,0,0
16-Jan-19,24,"A-A000895, A-A000918",0,0,10460,0,0,0,10460,5960,6680,0,2180,0,71,76,0,0
15-Jan-19,21,"A-A000874, A-A000894",0,0,10165,0,0,0,10165,2195,6290,2040,360,0,74,79,0,0
14-Jan-19,40,"A-A000834, A-A000873",0,0,23044,0,0,0,23044,10401,15328,0,2685,0,172,198,0,0
13-Jan-19,41,"A-A000793, A-A000833",0,0,23964,0,0,0,23964,15415,10429,1730,3610,0,167,187,0,0
12-Jan-19,45,"A-A000748, A-A000792",0,0,33155,0,0,0,33155,17290,11540,8490,4165,0,180,235,0,0
11-Jan-19,59,"A-A000690, A-A000747",0,0,39194,0,0,0,39194,14465,27309,0,2580,0,240,317,4,4
10-Jan-19,38,"A-A000652, A-A000689",0,0,23292.5,0,0,0,23293,15680,10465,732,3584,0,152,202,0,0
09-Jan-19,36,"A-A000616, A-A000651",0,0,15754,0,0,0,15754,9950,6804,220,1220,0,132,152,0,0
08-Jan-19,37,"A-A000579, A-A000615",0,0,19970,0,0,0,19970,23650,4765,0,8445,0,180,194,0,0
07-Jan-19,50,"A-A000530, A-A000578",0,0,29883,0,0,0,29883,24079,8189,7475,9860,0,214,246,1,2
06-Jan-19,84,"A-A000447, A-A000529",0,0,57938.55,0,0,0,57938,27231,35377,3025,7695,0,376,483,1,1
05-Jan-19,62,"A-A000386, A-A000446",0,0,31980,0,0,0,31980,13485,18720,280,505,0,228,266,3,3
04-Jan-19,115,"A-A000271, A-A000385",0,0,45510,0,0,0,45510,39360,5890,330,70,0,348,377,0,0
03-Jan-19,39,"A-A000232, A-A000270",0,0,33920.5,0,0,0,33921,9275,24516,135,5,0,163,224,0,0
02-Jan-19,47,"A-A000186, A-A000231",0,0,36140,0,0,0,36140,22115,14335,0,310,0,246,292,1,1
01-Jan-19,63,"A-A000124, A-A000185",0,0,37420,0,0,0,37420,9305,26435,2040,360,0,297,329,1,2
