DATE,TOTAL BILLS,INVOICE RANGE,TOTAL TAXABLE AMOUNT,TOTAL TAX AMOUNT,Taxable Amount 0%,Taxable Amount 5%,Taxable Amount 12%,Taxable Amount 18%,TOTAL AMOUNT,CASH,CARD,OTHER MODES,AMOUNT RETURN,AMOUNT RETURN TO CREDIT,TOTAL ITEMS SOLD,TOTAL QTY,RETURNED ITEMS COUNT,RETURNED QTY
27-Oct-21,39,"AA/2122/580, AA/2122/617",47254.19,4440.81,2240,30382.86,1919.64,14951.69,53935,2714,8217,43805,801,0,204,317,1,1
26-Oct-21,36,"AA/2122/544, AA/2122/579",30602.17,3399.23,2743.59,14657.53,3394.64,12550,36745,8480,18837,10581,1153,0,133,187,0,0
25-Oct-21,30,"AA/2122/514, AA/2122/543",33619.1,4307.9,1345,12725.71,1486.61,19406.78,39272,18665,14830,7022,1245,0,140,191,0,0
24-Oct-21,62,"AA/2122/452, AA/2122/513",119424.91,17520.84,4149,27264.29,7188.17,84972.46,141095,86329,44534,12192,1960,0,269,384,0,0
23-Oct-21,44,"AA/2122/408, AA/2122/451",40239.81,4228.19,3210,20309.52,6245.54,13684.75,47678,4130,25024,19144,620,0,195,267,0,0
22-Oct-21,31,"AA/2122/378, AA/2122/407",21999.92,1617.08,1375,16378.1,3562.5,2059.32,24992,7675,7525,10565,773,0,127,190,1,1
21-Oct-21,36,"AA/2122/343, AA/2122/377",33918.96,2602.04,3245,25620,2879.46,5419.49,39766,8888,27393,4495,1010,0,158,276,1,1
20-Oct-21,42,"AA/2122/303, AA/2122/342",23746.04,1928.99,1805,17173.33,1879.46,4693.24,27480,8813,10617,9015,965,0,159,242,2,2
19-Oct-21,39,"AA/2122/264, AA/2122/302",35860.35,2933.65,2390,25932.38,2500,7427.97,41184,10620,24899,6940,1275,0,157,246,0,0
18-Oct-21,29,"AA/2122/235, AA/2122/263",18490.19,1467.81,1625,13608.36,1522.32,3359.51,21583,4850,16153,1520,940,0,133,213,0,0
17-Oct-21,53,"AA/2122/182, AA/2122/234",41898.63,3150.37,1375,32682.86,2376.79,6838.98,46424,10800,25917,12017,2310,0,208,350,0,0
16-Oct-21,35,"AA/2122/149, AA/2122/181",39180.48,3896.52,2920,23300,2116.07,13764.41,45997,5829,25023,15705,560,0,160,240,2,6
15-Oct-21,9,"AA/2122/140, AA/2122/148",6769.75,490.25,600,5495.24,232.14,1042.37,7860,500,4345,3035,20,0,40,109,0,0
14-Oct-21,35,"AA/2122/105, AA/2122/139",42690.69,4417.31,1650,23121.9,4352.68,15216.1,48758,32380,10105,7780,1507,0,203,312,0,0
13-Oct-21,32,"AA/2122/073, AA/2122/104",43314.44,3787.56,2485,30212.38,1357.14,11744.92,49587,17480,7919,25804,1616,0,132,276,0,0
12-Oct-21,47,"AA/2122/027, AA/2122/072",25966.96,2288.04,4640,17547.62,1746.95,6672.38,32895,7650,14815,12255,1825,0,159,257,1,1
11-Oct-21,41,"Z/2122/3708, AA/2122/026",31468.39,2333.61,1785,23278.1,5075.89,3114.41,35587,12215,19642,4805,1075,0,166,226,2,2
10-Oct-21,46,"Z/2122/3662, Z/2122/3707",40489.87,3065.13,3540,30558.44,4174.11,5757.32,47095,6515,26155,15295,870,0,185,300,0,0
09-Oct-21,36,"Z/2122/3627, Z/2122/3661",33642.41,2695.59,1280,23237.94,5651.79,4752.68,37618,6710,25303,6390,785,0,143,242,1,2
08-Oct-21,26,"Z/2122/3601, Z/2122/3626",22323.66,1731.49,1093.5,16725.14,1875,3723.52,25149,5770,17334,2645,600,0,99,144,0,0
07-Oct-21,29,"Z/2122/3572, Z/2122/3600",25158.35,2029.26,2482.38,17734.76,3228.68,4194.92,29670,6415,17115,7055,915,0,141,205,0,0
06-Oct-21,37,"Z/2122/1950R, Z/2122/3571",31465.07,3141.65,2125,17954.03,3133.93,10377.12,36732,7467,22940,7555,1230,0,129,169,2,2
05-Oct-21,34,"Z/2122/3502, Z/2122/3536",33634.64,3132.77,2748.14,21673.79,1731.14,10229.7,39516,8385,26086,8395,3350,0,163,215,0,0
04-Oct-21,26,"Z/2122/3476, Z/2122/3501",25364.08,1777.92,1305,19623.81,3941.96,1798.31,28447,6650,16207,6160,570,0,143,209,0,0
03-Oct-21,53,"Z/2122/3424, Z/2122/3475",75376.17,9689.11,1384.72,27989.24,4000,43386.93,86450,12260,28850,46640,1300,0,224,360,1,4
02-Oct-21,41,"Z/2122/3383, Z/2122/3423",24123.32,2390.68,5295,13454.45,3374.02,7294.85,31809,5920,21084,5680,875,0,168,247,0,0
01-Oct-21,42,"Z/2122/3342, Z/2122/3382",42525.3,2954.7,4990,35424.31,1578.26,5522.73,50470,8382,22249,21245,1406,0,252,361,5,5
30-Sep-21,34,"Z/2122/3308, Z/2122/3341",28028.64,2211.81,843.35,20818.34,2116.07,5094.24,31084,11670,0,20619,1205,0,124,191,0,0
29-Sep-21,43,"Z/2122/3265, Z/2122/3307",36813.99,3075.46,5381.05,25525.83,3878.3,7409.86,45271,10090,28786,7870,1475,0,198,331,0,0
28-Sep-21,53,"Z/2122/3215, Z/2122/3264",35804.16,2763.04,2991.8,25581.71,5934.82,4287.63,41559,9975,24942,7729,1087,0,192,273,3,3
27-Sep-21,12,"Z/2122/3203, Z/2122/3214",19400.58,1159.42,1310,17780.95,352.68,1266.95,21870,4875,10220,7485,710,0,88,182,0,0
26-Sep-21,51,"Z/2122/3152, Z/2122/3202",39077.99,3347.01,3645,26460,4120.54,8497.46,46070,12494,17047,17949,1420,0,262,453,0,0
25-Sep-21,46,"Z/2122/3106, Z/2122/3151",50405.18,5941.82,2375,21252.38,6138.39,23014.41,58722,8482,31855,19185,800,0,226,327,0,0
24-Sep-21,38,"Z/2122/3068, Z/2122/3105",35881.5,3819.5,3380,17863.81,5281.25,12736.44,43081,9095,27237,6964,215,0,159,208,0,0
23-Sep-21,31,"Z/2122/3038, Z/2122/3067",17078.73,1221.27,560,13247.62,2178.57,1652.54,18860,8125,9015,2940,1220,0,106,150,1,1
22-Sep-21,27,"Z/2122/3013, Z/2122/3037",46474.47,3484.03,2560,37369,390.18,8715.3,52519,40135,7382,5620,618,0,83,357,2,2
21-Sep-21,42,"Z/2122/2971, Z/2122/3012",44077,3462,3190,32194.29,4776.79,7105.93,50729,11900,28699,11405,1275,0,237,377,0,0
20-Sep-21,44,"Z/2122/2927, Z/2122/2970",51286.95,5616.27,2079.78,25412.64,5195.56,20678.75,58983,47506,8025,5535,2083,0,250,359,0,0
19-Sep-21,31,"Z/2122/2896, Z/2122/2926",29667.91,2181.09,2040,23946.67,767.86,4953.39,33889,10004,18025,6255,395,0,158,243,0,0
18-Sep-21,53,"Z/2122/2845, Z/2122/2895",30973.73,2275.27,1406,24517.16,1879.46,4577.1,34655,5725,21515,8401,986,0,180,325,3,3
17-Sep-21,40,"Z/2122/2805, Z/2122/2844",21886.9,1674.1,2100,16335.24,2366.07,3185.59,25661,6830,9833,9728,730,0,132,198,0,0
16-Sep-21,32,"Z/2122/2773, Z/2122/2804",33175.97,2294.03,2040,27457.14,1803.57,3915.25,37510,1380,22305,14035,210,0,137,237,0,0
15-Sep-21,35,"Z/2122/2739, Z/2122/2770R",24707.32,1515.68,3705,22417.14,290.18,2000,29928,2805,9540,17763,180,0,154,237,4,6
14-Sep-21,39,"Z/2122/2700, Z/2122/2738",30586.59,1902.41,770,27003.81,1544.64,2038.14,33259,9390,4015,21664,1810,0,170,251,0,0
13-Sep-21,32,"Z/2122/2668, Z/2122/2699",16919.86,1160.14,2125,14080.95,915.18,1923.73,20205,6080,10955,4715,1545,0,98,155,0,0
12-Sep-21,44,"Z/2122/2624, Z/2122/2667",37506.07,3858.93,1005,20195.24,4446.43,12864.41,42370,6250,26055,11310,1245,0,153,216,0,0
11-Sep-21,42,"Z/2122/2582, Z/2122/2623",29532.82,2517.18,3340,19999.05,3314.29,6219.49,35390,7785,2945,25570,910,0,184,254,0,0
10-Sep-21,24,"Z/2122/2558, Z/2122/2581",30684.62,3216.38,985,16543.81,2602.68,11538.14,34886,8520,22906,4185,725,0,111,157,0,0
09-Sep-21,35,"Z/2122/2523, Z/2122/2557",30332.14,2191.86,1525,24484.76,1415.18,4432.2,34049,13766,14925,6850,1492,0,140,215,0,0
08-Sep-21,38,"Z/2122/2486, Z/2122/2522",33646.74,2633.26,5480,25052.38,2772.32,5822.03,41760,16690,18260,7200,390,0,176,278,1,1
07-Sep-21,44,"Z/2122/2443, Z/2122/2485",31670.27,2346.03,2952.71,24710.63,2370.65,4588.98,36969,9625,18125,11044,1825,0,189,280,1,1
06-Sep-21,26,"Z/2122/2417, Z/2122/2442",20203.03,1506.97,615,15342.86,2250,2610.17,22325,7600,8660,7085,1020,0,122,143,0,0
05-Sep-21,68,"Z/2122/2351, Z/2122/2416",63026.92,6807.08,4720,32219.05,5821.43,24986.44,74554,1315,64725,9369,855,0,289,408,2,2
04-Sep-21,47,"Z/2122/2304, Z/2122/2350",49063.5,4236.5,7100,34414.29,2017.86,12631.36,60400,21470,6060,34130,1260,0,207,317,0,0
03-Sep-21,38,"Z/2122/2267, Z/2122/2303",36917.76,3816.24,3230,20976.19,1700.89,14240.68,43964,9032,24855,11275,1198,0,160,229,1,3
02-Sep-21,45,"Z/2122/2225, Z/2122/2266",39774.59,3586.41,1633,26048.57,3111.61,10614.41,44994,16940,18187,12129,2262,0,180,233,3,4
01-Sep-21,33,"Z/2122/2193, Z/2122/2224",20100.88,1314.12,4230,17628.57,205.36,2266.95,25645,4515,6435,15655,960,0,127,167,1,1
31-Aug-21,42,"Z/2122/2151, Z/2122/2192",37029.15,2735.85,2520,28052.38,4709.82,4266.95,42285,6825,7790,28465,795,0,172,287,0,0
30-Aug-21,30,"Z/2122/2121, Z/2122/2150",22004.66,1666.34,2960,16786.67,1870.54,3347.46,26631,10735,6230,11891,2225,0,164,219,0,0
29-Aug-21,49,"Z/2122/2072, Z/2122/2120",60438.9,6983.1,3570,28794.58,2543.49,29100.83,70992,23895,18727,29205,835,0,228,301,0,0
28-Aug-21,43,"Z/2122/2029, Z/2122/2071",38069.5,3262.5,1500,25862.86,3797.32,8409.32,42832,23597,6830,13430,1025,0,207,295,0,0
27-Aug-21,29,"Z/2122/2000, Z/2122/2028",16352.01,1315.99,840,12308.1,455.36,3588.56,18508,6140,8320,4513,465,0,102,158,0,0
26-Aug-21,32,"Z/2122/1969, Z/2122/1999",21105,1648.39,3693.61,15499.97,2258.51,3346.52,26447,5350,5310,16483,696,0,135,223,1,2
25-Aug-21,33,"Z/2122/1936, Z/2122/1968",28736.01,1989.99,2272,23738.99,1607.14,3389.89,32998,7532,22937,4310,1781,0,166,269,0,0
24-Aug-21,25,"Z/2122/1912, Z/2122/1935",9548.1,801.9,350,6880.95,370.54,2296.61,10700,5550,3570,2295,715,0,70,100,1,1
23-Aug-21,24,"Z/2122/1888, Z/2122/1911",13062.64,802.95,994.42,11681.51,495.54,885.59,14860,8035,3130,4300,605,0,68,100,0,0
22-Aug-21,40,"Z/2122/1848, Z/2122/1887",41858.66,2861.34,4684,35138.1,1754.46,4966.1,49404,7815,36974,5855,1240,0,208,302,0,0
21-Aug-21,37,"Z/2122/1811, Z/2122/1847",32475.02,2916.98,4800,21525.71,2169.64,8779.66,40192,14205,22952,4500,1465,0,197,331,0,0
20-Aug-21,30,"Z/2122/1783, Z/2122/1810",26724.61,2970.79,1765,11967.04,4732.14,10025.42,31460,7625,9245,15740,1150,0,126,168,2,2
19-Aug-21,40,"Z/2122/1743, Z/2122/1782",27921.29,2091.71,2440,21389.52,2558.04,3973.73,32453,7495,14534,11330,906,0,169,270,0,0
18-Aug-21,41,"Z/2122/1703, Z/2122/1742",27495.92,1925.42,2000,22408.57,1845.54,3241.81,31421,4984,11400,15907,870,0,166,279,1,1
17-Aug-21,16,"Z/2122/1687, Z/2122/1702",14365.23,1939.77,1605,4004.76,2089.29,8271.19,17910,10340,2910,4720,60,0,41,59,0,0
16-Aug-21,44,"Z/2122/1643, Z/2122/1686",32775.05,2109.95,4041,28571.43,1254.46,2949.15,38926,11105,8110,20860,1149,0,196,305,0,0
15-Aug-21,33,"Z/2122/1610, Z/2122/1642",27610.08,2105.92,3910,20839.05,2580.36,4190.68,33626,6580,11776,15940,670,0,159,218,0,0
14-Aug-21,40,"Z/2122/1570, Z/2122/1609",38261.47,3553.53,4150,22671.43,6437.5,9152.54,45965,15705,10465,20425,630,0,229,362,0,0
13-Aug-21,27,"Z/2122/1544, Z/2122/1569",22803.7,2361.3,640,13233.33,383.93,9186.44,25805,8280,5610,12785,870,0,96,110,1,1
12-Aug-21,25,"Z/2122/1521, Z/2122/1543",25816.87,2687.13,3061,14470.48,1312.5,10033.9,31565,2820,17260,11886,401,0,101,126,2,2
11-Aug-21,20,"Z/2122/1501, Z/2122/1520",18983.53,2345.47,2627,7186.67,2288.39,9508.47,23956,2995,15945,5116,100,0,72,105,0,0
10-Aug-21,34,"Z/2122/1469, Z/2122/1500",34156.42,2382.58,6990,27634.92,2883.93,3637.57,43529,10890,3940,30010,1311,0,138,244,4,7
09-Aug-21,49,"Z/2122/1422, Z/2122/1468",51851.39,4332.01,5719.5,36350.86,4593.75,10906.78,61903,14020,28881,20307,1305,0,230,362,2,2
08-Aug-21,47,"Z/2122/1375, Z/2122/1421",45903.81,4571.54,4329.66,26341.26,4446.43,15116.12,54805,8080,2550,44650,475,0,225,348,0,0
07-Aug-21,69,"Z/2122/1307, Z/2122/1374",59762.95,5459.05,5695,38600,4671.43,16491.53,70917,13555,26635,31612,885,0,330,522,1,2
06-Aug-21,26,"Z/2122/1281, Z/2122/1306",18852.4,1188.1,1900,16500.48,1004.46,1347.46,21941,15090,3109,4237,495,0,98,163,0,0
05-Aug-21,46,"Z/2122/1236, Z/2122/1280",25971.81,1837.4,2937.79,21004.09,1783.23,3184.5,30747,12920,5305,13607,1085,0,178,264,1,1
04-Aug-21,40,"Z/2122/1196, Z/2122/1235",19728.75,1495.77,2536.48,14084.05,3741.3,1903.39,23761,5255,8190,11871,1555,0,114,188,0,0
03-Aug-21,28,"Z/2122/1168, Z/2122/1195",27986.61,2376.92,2406.47,18746.22,3727.68,5512.71,32770,11840,0,22075,1145,0,111,190,0,0
02-Aug-21,48,"Z/2122/1121, Z/2122/1167",33621.83,2692.7,2476.71,25121.11,1558.04,6942.69,38791,11460,2250,27121,2040,0,195,297,1,1
01-Aug-21,51,"Z/2122/1070, Z/2122/1120",35324.85,2435.15,4254.75,29695.24,1049.11,4580.51,42015,6288,0,36067,340,0,191,260,0,0
31-Jul-21,42,"Z/2122/1028, Z/2122/1069",59583.93,5525.07,5304,35257.12,10276.79,14050.02,70413,7050,1084,63359,1080,0,234,328,0,0
30-Jul-21,55,"Z/2122/975, Z/2122/968R",64321.46,7572.54,4780,29351.43,3160.71,31809.32,76674,17550,0,60944,1820,0,215,364,2,4
29-Jul-21,33,"Z/2122/942, Z/2122/974",23389.56,2166.19,1111,14576.9,2482.14,6330.51,26667,9350,0,18657,1340,0,116,175,0,0
28-Jul-21,36,"Z/2122/906, Z/2122/941",27629.73,2026.27,4202.5,22022.86,1401.79,4205.08,33859,5860,0,29316,1317,0,161,220,0,0
27-Jul-21,36,"Z/2122/870, Z/2122/905",61781.21,5101.21,9871.9,43682.24,5678.66,12420.31,76755,9905,0,67861,1011,0,176,635,0,0
26-Jul-21,46,"Z/2122/824, Z/2122/869",49551.12,3268.88,2570,42742.86,1562.5,5245.76,55390,11000,0,46165,1775,0,191,434,0,0
25-Jul-21,51,"Z/2122/773, Z/2122/823",51006.51,6091.56,4115.94,21668.75,4544.64,24793.11,61214,20420,8280,32899,295,90,216,351,0,0
24-Jul-21,52,"Z/2122/721, Z/2122/772",40946.05,4477.95,4350,20755.53,3235.37,16955.15,49774,19380,15824,15545,975,0,211,271,0,0
23-Jul-21,31,"Z/2122/690, Z/2122/720",26362.35,1896.65,4025,21714.29,428.57,4219.49,32284,4690,0,28164,570,0,156,221,0,0
22-Jul-21,25,"Z/2122/666, Z/2122/689",21763.83,1710.02,1956.15,16003.9,2116.07,3643.86,25430,3105,0,22475,150,0,137,205,1,1
21-Jul-21,14,"Z/2122/652, Z/2122/665",14585.58,1232.42,1115,10274.29,955.36,3355.93,16933,0,0,16933,0,0,98,144,0,0
20-Jul-21,13,"Z/2122/639, Z/2122/651",10902.09,840.91,810,7983.81,1392.86,1525.42,12553,5405,0,8048,900,0,58,87,0,0
19-Jul-21,46,"Z/2122/593, Z/2122/638",62277.33,5124.67,5955,45631.07,2553.57,14092.69,73357,13630,3940,57482,1695,0,245,388,0,0
18-Jul-21,28,"Z/2122/565, Z/2122/592",57746.66,5847.34,3040,32970.48,4348.21,20427.97,66634,5555,0,61184,105,0,226,293,0,0
17-Jul-21,58,"Z/2122/507, Z/2122/564",50651.53,3831.63,8320.19,38329.8,5046.23,7275.51,62804,22530,0,43704,3430,0,299,498,0,0
16-Jul-21,36,"Z/2122/471, Z/2122/506",23726.09,1888.91,4723,16046.67,4928.57,2750.85,30339,11430,0,19886,977,0,134,209,0,0
15-Jul-21,49,"Z/2122/424, Z/2122/470",37677.74,3844.6,3876.67,20959.37,3544.64,13173.73,45399,12770,0,34109,1480,0,174,374,3,3
14-Jul-21,22,"Z/2122/403, Z/2122/423",15130.49,1024.51,500,12573.33,1074.11,1483.05,16655,10700,0,8105,2150,0,79,250,1,1
13-Jul-21,24,"Z/2122/379, Z/2122/402",19117.25,2336.75,2085,8346.67,321.43,10449.15,23539,7400,0,17589,1450,0,97,130,0,0
12-Jul-21,43,"Z/2122/337, Z/2122/378",36791.45,3360.96,5614.09,22488.8,5632.67,8669.97,45767,11305,0,34747,285,0,175,351,1,1
11-Jul-21,45,"Z/2122/292, Z/2122/336",45221.72,4538.62,4739.67,25856.19,3999.77,15365.76,54500,19210,0,37385,2095,0,231,358,0,0
10-Jul-21,46,"Z/2122/247, Z/2122/255R",39644.7,2875.3,2970,30900,4062.5,4682.2,45490,4625,0,41025,160,0,235,375,1,5
09-Jul-21,38,"Z/2122/209, Z/2122/246",51112.57,6436.61,1108.26,20577.03,1477.24,29058.31,58657,6220,0,53997,1560,0,141,277,0,0
08-Jul-21,34,"A/2122/2985R, Z/2122/208",20922.36,1891.64,4430,12675.24,3776.79,4470.34,27244,6925,0,20990,671,0,121,178,1,3
07-Jul-21,28,"Z/2122/148, Z/2122/175",25221.53,2132.97,700,18017.71,1076.7,6127.12,28055,5390,0,23799,1134,0,112,198,0,0
06-Jul-21,43,"Z/2122/107, Z/2122/147",25416.08,1871.6,4237.32,20151.68,1392.86,3871.54,31525,9220,0,23215,910,0,146,226,3,4
05-Jul-21,28,"Z/2122/079, Z/2122/106",26185.21,2794.79,695,14062.56,1506.98,10615.67,29675,3570,0,26525,420,0,103,145,0,0
04-Jul-21,58,"Z/2122/022, A/2122/3335R",42908.16,4396.42,4093.67,23806.27,3870.54,15231.36,51398,16604,0,35779,985,0,248,308,11,11
03-Jul-21,42,"A/2122/3317, Z/2122/021",39370.04,3190.76,5789.2,26930.98,6580.36,5858.7,48350,3680,0,44915,245,0,202,281,0,0
02-Jul-21,46,"A/2122/3271, A/2122/3316",47179.32,5413.68,4570,22803.81,1901.79,22473.73,57163,7795,0,51308,1940,0,202,276,0,0
01-Jul-21,36,"A/2122/3235, A/2122/3270",28750.56,2411.21,958.23,20321.5,2034.88,6394.18,32120,8130,0,24075,85,0,153,350,0,0
30-Jun-21,43,"A/2122/3194, A/2122/3234",31085.31,2417.86,3607.81,23288.19,2500.52,5296.61,37111,9130,0,29466,1485,0,189,315,2,2
29-Jun-21,25,"A/2122/3169, A/2122/3193",16345.38,1383.76,2916.87,11662.26,705.28,3977.83,20646,8010,0,13936,1300,0,96,156,0,0
28-Jun-21,29,"A/2122/3140, A/2122/3168",33812.83,2391.2,2140.12,27509.43,1981.37,4322.03,38344,14615,0,25004,1275,0,159,280,0,0
27-Jun-21,32,"A/2122/3108, A/2122/3139",16010.02,1365.98,885,10914.29,1616.07,3479.66,18261,5980,0,13279,998,0,96,148,0,0
26-Jun-21,59,"A/2122/3049, A/2122/3107",58335.49,6181.51,6775,29979.05,7026.79,21329.66,71292,18350,0,54212,1270,0,285,454,0,0
25-Jun-21,32,"A/2122/3017, A/2122/3048",49817.77,5795.23,2950,21635.33,5989.56,22192.87,58563,10655,0,48488,580,0,158,276,0,0
24-Jun-21,33,"A/2122/2984, A/2122/3016",31581.67,2604.17,2339.16,22148.81,3353.08,6079.78,36525,15575,475,21615,1140,0,131,247,0,0
23-Jun-21,39,"A/2122/2946, A/2122/2983",35367.14,3825.86,635,19002.38,1165.18,15199.58,39829,2475,0,37714,360,0,128,196,5,12
22-Jun-21,25,"A/2122/2921, A/2122/2945",10442.28,826.47,4145,7515.71,1268.3,1658.26,15414,1550,0,14334,470,0,77,113,1,1
21-Jun-21,49,"A/2122/2873, A/2122/2920",42988.97,2693.26,6717.78,36916.4,4093.75,1978.81,52400,10495,0,44660,2755,0,186,309,1,1
20-Jun-21,63,"A/2122/2810, A/2122/2872",74626.05,8140.95,7810,39034.29,3621.43,31970.34,90577,5825,0,85985,1233,0,306,461,0,0
19-Jun-21,44,"A/2122/2766, A/2122/2809",46879.95,3684.46,3543.59,34803.52,3824.53,8251.89,54108,11060,0,43893,845,0,272,378,0,0
18-Jun-21,32,"A/2122/2734, A/2122/2765",42013.15,3712.85,3460,28082.86,3312.5,10617.8,49186,7160,730,41959,663,0,130,197,0,0
17-Jun-21,60,"A/2122/2679, A/2122/2733",57893.47,5214.22,3869.31,37433.22,5671.34,14788.9,66977,24530,0,44032,1585,0,275,450,5,6
16-Jun-21,33,"A/2122/2647, A/2122/2678",29804.37,3478.2,5099.43,13237.57,2761.72,13805.08,38382,10800,0,29192,1610,0,125,184,1,1
15-Jun-21,20,"A/2122/2627, A/2122/2646",9946.47,658.53,1385,8194,1110.22,642.25,11990,5870,0,7000,880,0,76,107,0,0
14-Jun-21,19,"A/2122/2608, A/2122/2626",20278.69,1519.71,1250,16058.48,714.29,3505.93,23048,11100,0,12976,1028,0,58,140,0,0
13-Jun-21,53,"A/2122/2555, A/2122/2607",41112.74,3415.4,7647.06,28216.34,5279.46,7616.93,52176,13671,0,40985,2480,0,269,389,0,0
12-Jun-21,55,"A/2122/2501, A/2122/2554",44032.98,4361.02,5555,22591.67,10466.74,10974.58,53949,10972,0,45437,2460,0,230,363,1,1
11-Jun-21,26,"A/2122/2475, A/2122/2500",24923.85,1870.32,2048.83,18753.49,2966.96,3203.39,28843,10425,5439,13519,540,0,121,196,0,0
10-Jun-21,22,"A/2122/2453, A/2122/2474",19336.64,1488.92,1791.69,13258.36,4468.11,1610.17,22617,7380,180,15737,680,0,85,190,0,0
09-Jun-21,40,"A/2122/2414, A/2122/2452",33143.26,2194.74,4455,27935.46,2323.9,2883.9,39793,4675,5148,29990,20,0,165,306,6,6
08-Jun-21,29,"A/2122/2385, A/2122/2413",30391.34,2462.56,7230,22224.86,1977.5,6188.98,40084,14580,5625,20485,606,0,168,368,0,0
07-Jun-21,33,"A/2122/2353, A/2122/2384",30105.71,2569.29,710,18780.95,6803.57,4521.19,33385,6800,2435,25230,1080,0,153,208,2,3
06-Jun-21,38,"A/2122/2315, A/2122/2352",72873.52,7193.08,4445,42869.14,5852.68,24151.69,84512,6569,18441,59747,245,0,250,401,0,0
05-Jun-21,36,"A/2122/2282, A/2122/2314",29294.69,1964.54,2894.01,24980.23,1017.86,3296.61,34153,7750,13725,13638,960,0,193,254,3,6
04-Jun-21,40,"A/2122/2242, A/2122/2281",48123.71,4492.34,6605,31557.14,1125,15441.57,59221,23599,4837,33164,2379,0,214,315,0,0
03-Jun-21,26,"A/2122/2216, A/2122/2241",26667.2,2849.8,1875,14744.76,558.04,11364.41,31392,17480,8860,5862,810,0,98,137,0,0
02-Jun-21,45,"A/2122/2174, A/2122/2215",33139.04,2324.31,1925,26520.33,3217.86,3400.85,37389,3721,11033,24194,1559,0,200,298,3,5
01-Jun-21,49,"A/2122/2125, A/2122/2173",56572.56,5116.94,7060,35677.62,7133.93,13761.02,68750,14220,14455,40870,795,0,261,356,0,0
31-May-21,27,"A/2122/2098, A/2122/2124",30621.71,4060.29,3830,9759.05,3049.11,17813.56,38512,1130,15937,22205,760,0,81,127,0,0
30-May-21,39,"A/2122/2059, A/2122/2097",41399.97,4252.43,5285,23184.19,3093.75,15122.03,50937,16033,23460,12729,1285,0,178,264,0,0
29-May-21,28,"A/2122/2031, A/2122/2058",37458.4,2775.1,6164,28149.05,5133.93,4175.42,46398,7560,696,39357,1215,0,156,271,0,0
28-May-21,17,"A/2122/2014, A/2122/2030",19023.28,2455.72,4812,7408.57,89.29,11525.42,26291,16510,0,9806,25,0,77,153,0,0
27-May-21,25,"A/2122/1989, A/2122/2013",36701.27,4703.73,3235,13142.86,3232.14,20326.27,44640,25570,0,19400,330,0,91,155,0,0
26-May-21,26,"A/2122/1963, A/2122/1988",27045.59,1965.56,2186,21400.62,2009.38,3635.59,31197,12640,2380,16890,713,0,124,201,0,0
25-May-21,17,"A/2122/1946, A/2122/1962",18441.77,1143.23,3190,15900,1821.43,720.34,22775,2260,900,19755,140,0,68,129,0,0
24-May-21,29,"A/2122/1918, A/2122/1945",21181.41,1713.59,1580,14609.52,3330.36,3241.53,24475,6750,14450,3740,465,0,81,184,1,1
23-May-21,30,"A/2122/1889, A/2122/1917",20027.37,1502.99,1909.64,15414.63,1633.93,2978.81,23440,5205,13645,5345,755,0,129,199,1,1
22-May-21,20,"A/2122/1869, A/2122/1888",17008.43,1166.57,3287.5,13779.52,1726.79,1502.12,21463,2803,15050,4020,410,0,89,129,0,0
21-May-21,23,"A/2122/1846, A/2122/1868",9210.1,804.9,1130,6095.24,1008.93,2105.93,11145,1590,760,8915,120,0,48,88,0,0
20-May-21,17,"A/2122/1829, A/2122/1845",10868.83,703.17,650,8989.05,1410.71,469.07,12223,4040,4755,4544,1116,0,64,87,0,0
19-May-21,32,"A/2122/1797, A/2122/1828",47930.56,4067.94,8005,32883.33,4745.54,10301.69,60004,4070,34192,21882,140,0,202,379,0,0
18-May-21,20,"A/2122/1777, A/2122/1796",14449.95,1054.05,1970,10828.57,2320.54,1300.85,17474,2700,9965,5219,410,0,75,102,0,0
17-May-21,18,"A/2122/1759, A/2122/1776",16445.5,1203.1,160,12978.29,1165.18,2302.03,17809,8175,1700,8619,685,0,66,107,0,0
16-May-21,16,"A/2122/1743, A/2122/1758",16624.09,1278.91,5290,12055.24,2437.5,2131.36,23193,4280,8708,10535,330,0,91,130,0,0
15-May-21,27,"A/2122/1716, A/2122/1742",26928.62,1836.38,1425,21592.22,3396.44,1939.96,30470,2090,10335,18215,170,0,129,183,0,0
14-May-21,10,"A/2122/1705, A/2122/1715",8153.66,601.34,1410,6585.71,169.64,1398.31,10275,4155,4130,2150,160,0,40,73,0,0
13-May-21,8,"A/2122/1697, A/2122/1704",5439.85,380.15,220,4566.67,89.29,783.9,6040,2500,380,3495,335,0,20,29,0,0
12-May-21,4,"A/2122/1693, A/2122/1696",4532.14,272.86,0,3871.43,660.71,0,5410,0,0,5410,0,0,14,34,0,0
11-May-21,68,"A/2122/1627, A/2122/1692",88587.38,9285.62,4141.5,47308.57,8500,32778.81,102715,39015,820,65932,3052,0,328,486,2,2
10-May-21,29,"A/2122/1599, A/2122/1626",26530.01,2829.99,4147.5,13880.95,2348.21,10300.85,33733,5420,0,28423,110,0,111,143,1,1
09-May-21,41,"A/2122/1559, A/2122/1598",56118.71,4597.29,4395,40548.57,3879.46,11690.68,67191,12060,0,56290,1159,0,233,357,1,1
08-May-21,51,"A/2122/1511, A/2122/1558",33168.57,2422.43,3015,25897.14,3021.43,4250,38606,5320,11526,22185,425,0,201,332,3,3
